Brand,Model Name,Series,ScreenSize,processorFrequency,Rear Camera MP,frontCameraMP,operatingSystem,ramIn,batteryCapacity,InternalStorage,url,Color
GOOGLE PIXEL,Pixel Xl 5.5 128Gb,Pixel 1,5.5,1.6GHz Quad-core,12.3,8,7.1,4,3450,128,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Pixel+Xl+5.5+32Gb.jpg,"Very Silver, Quite Black, Really Blue"
GOOGLE PIXEL,Pixel Xl 5.5 32Gb,Pixel 1,5.5,1.6GHz Quad-core,12.3,8,7.1,4,3450,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Pixel+Xl+5.5+32Gb.jpg,"Very Silver, Quite Black, Really Blue"
GOOGLE PIXEL,Pixel 5 128Gb,Pixel 1,5,1.6GHz Quad-core,12.3,8,7.1,4,2770,128,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Pixel+5+128Gb.jpg,"Very Silver, Quite Black, Really Blue"
GOOGLE PIXEL,Pixel 5 32Gb,Pixel 1,5,1.6GHz Quad-core,12.3,8,7.1,4,2770,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Pixel+5+32Gb.jpg,"Very Silver, Quite Black, Really Blue"
GOOGLE PIXEL,Pixel Xl 2 128Gb,Pixel 2,6,1.9GHz Quad-core,12.2,8,8.0.0,4,3520,128,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Pixel+Xl+2+128Gb.jpg,"Just Black, Black and White"
GOOGLE PIXEL,Pixel Xl 2 64Gb,Pixel 2,6,1.9GHz Quad-core,12.2,8,8.0.0,4,3520,64,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Pixel+Xl+2+64Gb.jpg,"Just Black, Black and White"
GOOGLE PIXEL,Pixel 2 64Gb,Pixel 2,5,1.9GHz Quad-core,12.2,8,8.0.0,4,2700,64,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Pixel+2+64Gb.jpg,"Just Black, Clearly White, Kinda Blue"
HTC,Desire 10 Pro,Desire,5.5,1.8GHz Octa-core,20,13,6,3,3000,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+10+Pro.jpg,"Stone Black, Polar White, Valentine Lux, Royal Blue"
HTC,Desire Eye,Desire,5.2,2.3GHz Quad-core,13,13,4.4.4,2,2400,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+Eye.jpg,"Red, White, Blue"
HTC,Desire 830 Dual Sim,Desire,5.5,1.6GHz Quad-core,13,5,6,2,2700,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+830+Dual+Sim.jpg,N/A
HTC,Desire 828 3/32,Desire,5.5,1.5GHz Octa-core,13,2,5.1.1,3,2800,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+828+3+32.jpg,N/A
HTC,Desire 828 2/16,Desire,5.5,1.5GHz Octa-core,13,2,5.1.1,2,2800,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+828+2+16.jpg,N/A
HTC,Desire 826,Desire,5.5,1GHz Octa-core,13,4,5,2,2600,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+826.jpg,N/A
HTC,Desire 820G+,Desire,5.5,1.7GHz Octa-core,13,8,4.4,1,2600,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+820G%2B.jpg,N/A
HTC,Desire 728G (Wp),Desire,5.5,1.3GHz Octa-core,13,5,5.0.2,1.5,2800,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+728G+(Wp).jpg,"Purple Myst, White Luxury"
HTC,Desire 728 2/16 Lte,Desire,5.5,1.3GHz Octa-core,13,5,5.1.1,2,2800,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+728+2+16+Lte.jpg,"Black, White"
HTC,Desire 728 - 3/32,Desire,5.5,1.3GHz Octa-core,13,5,5.1.1,3,2800,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+728+-+3+32.jpg,"Black, White"
HTC,Desire 630,Desire,5,1.6GHz Quad-core,13,5,6,2,2200,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+630.jpg,N/A
HTC,Desire 628,Desire,5,1.3GHz Octa-core,13,5,Android,3,2200,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+628.jpg,N/A
HTC,Desire 626G+,Desire,5,1.7GHz Octa-core,13,5,Android,1,2000,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+626G%2B.jpg,"Blue, White"
HTC,Desire 626 Lte,Desire,5,1.7GHz Octa-core,13,5,4.4.4,2,2000,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+626+Lte.jpg,"Blue Lagoon, White Birch"
HTC,Desire 620G,Desire,5,1.7GHz Octa-core,8,5,4.4,1,2100,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+620G.jpg,"Marble White, Grey"
HTC,Desire 526G+,Desire,4.7,1.7GHz Octa-core,8,2,4.4,1,2000,8,,"White, Black"
HTC,Desire 326.,Desire,4.5,1.2GHz Quad-core,8,2,4.4.2,1,2000,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Desire+326..jpg,"White, Black"
HTC,One E9+,One,5.5,2GHz Octa-core,20,4,5,3,2800,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/One+E9%2B.jpg,N/A
HTC,One E9 S,One,5.5,1.5GHz Octa-core,13,4,N/A,2,2600,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/One+E9+S.jpg,"White Luxury, Meteor Grey, Roast Chestnut"
HTC,One A9,One,5,1.2GHz Octa-core,13,4,6,3,2150,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/One+A9.jpg,"Carbon Grey, Opal Silver, Topaz Gold, Deep Garnet"
HTC,Htc One X9,One,5.5,Octa-core,13,5,6,3,3000,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Htc+One+X9.jpg,"Gunmetal Grey, Silver"
HTC,Htc One M9+ Prime Camera Edition,One,5.2,2.2GHz Octa-core,13,4,Android,2,2840,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Htc+One+M9%2B+Prime+Camera+Edition.jpg,"Silver, Gunmetal"
HTC,Htc U11,U Series,5.5,2.4GHz Octa-core,12,16,7.1,6,3000,128,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Htc+U11.jpg,"Amazing Silver, Brilliant Black"
HUAWEI,Honor 9I,Honor,5.9,1.7GHz Octa-core,16,13,7,4,3340,64,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Honor+9I.jpg,"Prestige Gold, Aurora Blue, Graphite Black"
HUAWEI,Honor Holly 4,Honor,5,1.1GHz Octa-core,13,5,7,3,3020,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Honor+Holly+4.jpg,"Grey, Gold, Silver"
HUAWEI,Honer 5X,Honor,5.5,1.2GHz Octa-core,13,5,5.1,2,3000,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Honer+5X.jpg,"Black, White, Gold"
HUAWEI,Honor Bee 2,Honor,4.5,1.3GHz Quad-core,5,2,5.1,1,2100,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Honor+Bee+2.jpg,"Black, Gold, White"
HUAWEI,Honor 8 Lite,Honor,5.2,1.7GHz Octa-core,12,8,7,4,3000,64,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Honor+8+Lite.jpg,"Black, Blue"
HUAWEI,Honor 8 Smart,Honor,5.2,2GHz Octa-core,13,8,6,2,3000,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Honor+8+Smart.jpg,"Black, White, Gold"
HUAWEI,Honor Bee(4G),Honor,5,1.3GHz Quad-core,8,2,5.1,1,2200,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Honor+Bee(4G).jpg,N/A
HUAWEI,Honor Bee 3G,Honor,4.5,1.2GHz Quad-core,8,2,4.4,1,1730,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Honor+Bee+3G.jpg,N/A
HUAWEI,Honor 8,Honor,5.2,1.8GHz Quad-core,12,8,6,4,3000,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Honor+8.jpg,N/A
HUAWEI,Honor 7,Honor,5.2,2.2GHz Octa-core,20,8,5,3,3100,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Honor+7.jpg,"Silver, Gold, Grey"
HUAWEI,Holly 3 (3Gb + 32Gb),Others,5.5,1.2GHz Quad-core,13,8,6,3,3100,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Holly+3+(3Gb+%2B+32Gb).jpg,"Black, White, Gold"
HUAWEI,Holly 3 (2Gb + 16Gb),Others,5.5,1.2GHz Quad-core,13,8,6,2,3100,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Holly+3+(2Gb+%2B+16Gb).jpg,"Black, White, Gold"
HUAWEI,Holly 2 Plus,Others,5,1.3GHz Quad-core,13,5,5.1,2,4000,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Holly+2+Plus.jpg,Black
INFOCUS,Hero Smart P4,Hero,1.8,N/A,N/A,N/A,N/A,N/A,1000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Hero+Smart+P4.jpg,Black
INFOCUS,Hero P3,Hero,2.4,N/A,N/A,N/A,N/A,N/A,1000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Hero+P3.jpg,N/A
INFOCUS,Hero C1,Hero,1.8,N/A,N/A,N/A,N/A,N/A,1000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Hero+C1.jpg,N/A
INFOCUS,Hero Power B1,Hero,2.4,N/A,N/A,N/A,N/A,N/A,3000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Hero+Power+B1.jpg,Black
INFOCUS,Hero Boom Boxs1,Hero,2.4,N/A,N/A,N/A,N/A,N/A,2800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Hero+Boom+Boxs1.jpg,Black
INFOCUS,Hero Smart P2,Hero,2.8,N/A,N/A,N/A,N/A,N/A,1500,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Hero+Smart+P2.jpg,Black
INFOCUS,Hero Smart P1,Hero,2.4,N/A,N/A,N/A,N/A,N/A,1450,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Hero+Smart+P1.jpg,N/A
INFOCUS,F113,Others,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/F113.jpg,N/A
INFOCUS,Infocus A3,Others,5.2,1.3GHz Quad-core,13,8,7,2,3000,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Infocus+A3.jpg,Jet Black
INFOCUS,Infocus A1,Others,5,1.2GHz Quad-core,5,5,6,1,2450,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Infocus+A1.jpg,N/A
INFOCUS,A1S,Others,5,1.25GHz Quad-core,5,2,7,1,2200,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/A1S.jpg,Gold
INFOCUS,Turbo 5S,Turbo,5.2,1.3GHz Quad-core,13,8,7,3,4000,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Turbo+5S.jpg,N/A
INTEX,Aqua Lions T1 Lite,Aqua,5.2,1.3GHz Quad-core,5,2,7,1,2200,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/AQUA+LIONS+T1+LITE.jpg,"Royal Blue, Steel Grey, and Champagne"
INTEX,Aqua S3,Aqua,5,1.3GHz Quad-core,8,5,7,2,2450,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Aqua+S3.jpg,Champagne
INTEX,Aqua 4G Mini,Aqua,4,1.3GHz Quad-core,5,1.3,6,512MB,1450,4,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Aqua+4G+Mini.jpg,"Black, Red"
INTEX,Aqua A4+,Aqua,4.5,Quad-core,5,2,7,1,1750,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Aqua+A4%2B.jpg,Black
INTEX,Aqua Jewel 2,Aqua,5,1.3GHz Quad-core,8,5,7,2,2500,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Aqua+Jewel+2.jpg,"Black, Champagne"
INTEX,Aqua Lion 3,Aqua,5,1.25GHz Quad-core,8,8,7,2,4000,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Aqua+Lion+3.jpg,"Champagne, Black"
INTEX,Aqua Lions X1+,Aqua,5.2,1.3GHz Quad-core,13,5,7,3,2800,32,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Aqua+Lions+X1%2B.jpg,"Black, Champagne, Blue"
INTEX,Aqua Lions N1,Aqua,4,1.1GHz Quad-core,2,0.3,7,1,1400,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Aqua+Lions+N1.jpg,Black
INTEX,Aqua Lions T1,Aqua,5.2,1.3GHz Quad-core,8,5,7,1,2700,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Aqua+Lions+T1.jpg,"Black, Champagne, Gold"
INTEX,Aqua Lions X1,Aqua,5.2,1.3GHz Quad-core,13,5,7,2,2800,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Aqua+Lions+X1.jpg,"Black, Champagne, Blue"
INTEX,Aqua Power Iv,Aqua,5,1.3GHz Quad-core,5,5,7,1,4000,16,,Black and Gold
INTEX,Aqua Pro 4G,Aqua,4.5,1.3GHz Quad-core,5,2,6,1,2000,8,,"Dark Blue, Champagne"
INTEX,Aqua Selfie,Aqua,5.5,Quad-core,8,5,7,2,3000,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Aqua+Selfie.jpg,"Rose Gold, Black"
INTEX,Eco 102+,Eco,1.8,N/A,N/A,N/A,N/A,N/A,800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Eco+102%2B.jpg,N/A
INTEX,Eco 105,Eco,1.8,N/A,N/A,N/A,N/A,N/A,800,N/A,,N/A
INTEX,Eco 106+,Eco,1.8,N/A,N/A,N/A,N/A,N/A,1000,N/A,,N/A
INTEX,Eco 205,Eco,1.8,N/A,N/A,N/A,N/A,N/A,1800,N/A,,N/A
INTEX,Eco 210,Eco,1.8,N/A,N/A,N/A,N/A,N/A,1750,N/A,,N/A
INTEX,Eco 210+,Eco,1.8,N/A,N/A,N/A,N/A,N/A,1800,N/A,,N/A
INTEX,Eco Beats,Eco,1.8,N/A,N/A,N/A,N/A,N/A,800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Eco+Beats.jpg,N/A
INTEX,Eco Music,Eco,4.5,N/A,N/A,N/A,N/A,N/A,1000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Eco+Music.jpg,N/A
INTEX,Eco Selfie,Eco,1.8,N/A,N/A,N/A,N/A,N/A,1800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Eco+Selfie.jpg,N/A
INTEX,Aqua Lions 2,Lion,5,Quad-core,5,5,7,1,2400,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Aqua+Lions+2.jpg,"Champagne, Gold"
INTEX,Lions G10,Lion,2.4,N/A,N/A,N/A,N/A,N/A,1450,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Lions+G10.jpg,N/A
INTEX,Lions G2,Lion,2.4,N/A,N/A,N/A,N/A,N/A,1000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Lions+G2.jpg,N/A
INTEX,Cool I4,Others,2.4,N/A,N/A,N/A,N/A,N/A,1400,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Cool+I4.jpg,N/A
INTEX,Elyt Dual,Others,5,1.3GHz Quad-core,8,8,7,2,2400,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/Elyt+Dual.jpg,N/A
INTEX,Flip X2,Others,2.4,N/A,N/A,N/A,N/A,N/A,1800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Flip+X2.jpg,N/A
INTEX,Flip X4,Others,2.4,N/A,N/A,N/A,N/A,N/A,1200,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Flip+X4.jpg,N/A
INTEX,In-Sturdy,Others,2.4,N/A,N/A,N/A,N/A,N/A,3000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/In-Sturdy.jpg,N/A
INTEX,Jazz 2,Others,2.4,N/A,N/A,N/A,N/A,N/A,1800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Jazz+2.jpg,N/A
INTEX,Killer 3,Others,2.4,N/A,N/A,N/A,N/A,N/A,1800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Killer+3.jpg,N/A
INTEX,Mega 1800,Others,2.8,N/A,N/A,N/A,N/A,N/A,1800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Mega+1800.jpg,N/A
INTEX,Mega 2400,Others,2.8,N/A,N/A,N/A,N/A,N/A,2400,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Mega+2400.jpg,N/A
INTEX,Neo V+ Fm,Others,2.9,N/A,N/A,N/A,N/A,N/A,1800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Neo+V%2B+Fm.jpg,N/A
INTEX,Polo,Others,1.8,N/A,N/A,N/A,N/A,N/A,800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Polo.jpg,N/A
INTEX,Turbo 2400,Turbo,2.4,N/A,N/A,N/A,N/A,N/A,2400,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Turbo+2400.jpg,N/A
INTEX,Turbo S1+,Turbo,2.4,N/A,N/A,N/A,N/A,N/A,1800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Turbo+S1%2B.jpg,N/A
INTEX,Turbo S3+,Turbo,2.4,N/A,N/A,N/A,N/A,N/A,1750,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Turbo+S3%2B.jpg,N/A
INTEX,Turbo S5,Turbo,2.4,N/A,N/A,N/A,N/A,N/A,1500,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Turbo+S5.jpg,N/A
INTEX,Turbo Selfie 18,Turbo,2.4,N/A,N/A,N/A,N/A,N/A,1800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Turbo+Selfie+18.jpg,N/A
INTEX,Ultra 2400+,Ultra,2.4,N/A,N/A,N/A,N/A,N/A,2400,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Ultra+2400%2B.jpg,N/A
INTEX,Ultra 3000,Ultra,2.4,N/A,N/A,N/A,N/A,N/A,3000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Ultra+3000.jpg,N/A
INTEX,Ultra 4000 I,Ultra,2.8,N/A,N/A,N/A,N/A,N/A,4000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Ultra+4000+I.jpg,N/A
INTEX,Ultra G3,Ultra,2.8,N/A,N/A,N/A,N/A,N/A,3000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Ultra+G3.jpg,N/A
INTEX,Ultra Magic,Ultra,2.8,N/A,N/A,N/A,N/A,N/A,1800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Ultra+Magic.jpg,N/A
INTEX,Ultra Selfie,Ultra,2.8,N/A,N/A,N/A,N/A,N/A,3000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Ultra+Selfie.jpg,N/A
IPHONE,Iphone X 64Gb,Iphone,5.8,hexa-core,12,7,iOS 11,3,2716,64,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Iphone+X+64Gb.jpg,N/A
IPHONE,Iphone 8 Plus 256Gb,Iphone,5..5,hexa-core,12,7,iOS 11,3,2691,256,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Iphone+8+Plus+256Gb.jpg,"Silver, Space Gray, Gold"
IPHONE,Iphone 8 Plus 64Gb,Iphone,5..5,hexa-core,12,7,iOS 11,3,2691,64,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Iphone+8+Plus+64Gb.jpg,"Silver, Space Gray, Gold"
IPHONE,Iphone 8 256Gb,Iphone,4.7,hexa-core,12,7,iOS 11,2,1821,256,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Iphone+8+256Gb.jpg,"Silver, Space Gray, Gold"
IPHONE,Iphone 8 64Gb,Iphone,4.7,hexa-core,12,7,iOS 11,2,1821,64,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/Iphone+8+64Gb.jpg,"Silver, Space Gray, Gold"
ITEL,A 40,A Series,5,1.3GHz Quad-core,5,2,7,1,2400,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/A+40.jpg,"Black, Rose Gold, Dark Blue"
ITEL,A20,A Series,4,1.3GHz Quad-core,2,0.3,7,1,1700,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/A20.jpg,"Champagne Gold, Dark Blue, Silver"
ITEL,A41,A Series,5,1.3GHz Quad-core,5,2,6,1,2400,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/A41.jpg,"Calx, Champagne, Rose Gold"
ITEL,A42 Plus,A Series,5,1.3GHz Quad-core,8,5,7,2,2700,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/1/A42+Plus.jpg,Gold
ITEL,Powerpro It1410,Powerpro,4,1.3GHz Quad-core,2,0.3,4.4,512MB,2800,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Powerpro+It1410.jpg,Black
ITEL,Powerpro It1553,Powerpro,5.5,1.3GHz Quad-core,8,2,5.1,1,5050,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Powerpro+It1553.jpg,"Grey, Champagne"
ITEL,Selfie Pro It1518,Selfie Pro,5,1.3GHz Quad-core,8,5,6,2,2500,8,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Selfie+Pro+It1518.jpg,Gold
ITEL,Selfie Pro It1520,Selfie Pro,5,1.3GHz Quad-core,13,13,6,2,2500,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Selfie+Pro+It1520.jpg,"Sandstone Black, Champagne"
ITEL,Shine It2130,Shine,1.8,N/A,N/A,N/A,N/A,N/A,1000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Shine+It2130.jpg,N/A
ITEL,Shine It2131,Shine,1.8,N/A,N/A,N/A,N/A,N/A,1000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Shine+It2131.jpg,N/A
ITEL,Shine It5020,Shine,2.4,N/A,N/A,N/A,N/A,N/A,1800,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Shine+It5020.jpg,N/A
ITEL,Shine It5040,Shine,2.4,N/A,N/A,N/A,N/A,N/A,1900,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Shine+It5040.jpg,N/A
ITEL,Shine It5060,Shine,1.7,N/A,N/A,N/A,N/A,N/A,2500,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Shine+It5060.jpg,N/A
ITEL,Shine It5331,Shine,2.8,N/A,N/A,N/A,N/A,N/A,2000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Shine+It5331.jpg,N/A
ITEL,Smart Selfie It2180,Smart Selfie,1.8,N/A,N/A,N/A,N/A,N/A,1000,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Smart+Selfie+It2180.jpg,N/A
ITEL,Smart Selfie It5231,Smart Selfie,2.4,N/A,N/A,N/A,N/A,N/A,1900,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Smart+Selfie+It5231.jpg,N/A
ITEL,Smart Selfie It5232,Smart Selfie,2.4,N/A,N/A,N/A,N/A,N/A,1900,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Smart+Selfie+It5232.jpg,N/A
ITEL,Smart Selfie It5233,Smart Selfie,2.4,N/A,N/A,N/A,N/A,N/A,1900,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Smart+Selfie+It5233.jpg,N/A
ITEL,Smart Selfie It5320,Smart Selfie,2.8,N/A,N/A,N/A,N/A,N/A,1900,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Smart+Selfie+It5320.jpg,N/A
ITEL,Smart Selfie S41,Smart Selfie,5,1.25GHz Quad-core,8,8,7,3,2700,16,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Smart+Selfie+S41.jpg,N/A
ITEL,Smartselfie It7100,Smart Selfie,3.2,N/A,N/A,N/A,N/A,N/A,1900,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/3/Smartselfie+It7100.jpg,N/A
ITEL,It5603,Smartpower,1.8,N/A,N/A,N/A,N/A,N/A,2500,N/A,https://s3-ap-southeast-1.amazonaws.com/mydukan/1+Portal/Samsung/2/It5603.jpg,N/A
